Morph-Lemma,Morph-Inflection
男女,男女
男子,男子
男性,男性
町,町
画像,画像
画面,画面
畑,畑
留学,留学
留学生,留学生
留守,留守
留守番,留守番
略,略
略す,略し
番,番
番号,番号
番組,番組
異なる,異なっ
異なる,異なり
異なる,異なる
異動,異動
異常,異常
異性,異性
畳みかける,畳みかけ
畳みかける,畳みかける
畳みかける,畳みかけろ
畳む,畳む
畳む,畳め
畳む,畳ん
疑い深い,疑い深い
疑う,疑い
疑う,疑う
疑う,疑え
疑う,疑っ
疑う,疑わ
疑問,疑問
疲れ,疲れ
疲れる,疲れ
疲れる,疲れる
疲れる,疲れん
疲弊,疲弊
病弱,病弱
病気,病気
病院,病院
症,症
症状,症状
痒い,痒
痒い,痒い
痛い,痛
痛い,痛い
痛い,痛かっ
痛い,痛かろ
痛い,痛く
痛み,痛み
痛む,痛ま
痛む,痛み
痛む,痛む
痩せる,痩せ
痩せる,痩せる
痩せる,痩せろ
痺れる,痺れる
癖,癖
発,発
発信,発信
発声,発声
発売,発売
発展,発展
発想,発想
発生,発生
発表,発表
発見,発見
発言,発言
発足,発足
発車,発車
発音,発音
登る,登っ
登る,登ら
登る,登り
登る,登る
登る,登れ
登る,登ろ
登れる,登れ
登れる,登れる
登場,登場
登校,登校
登録,登録
白い,白い
白い,白き
白い,白く
白熊,白熊
白鳥,白鳥
百,百
百人力,百人力
的,的
皆,皆
皆さん,皆さん
皆様,皆様
皆無,皆無
皇女,皇女
皇帝,皇帝
皮,皮
皿,皿
盆踊り,盆踊り
盗む,盗ま
盗む,盗み
盗む,盗む
盗む,盗も
盗む,盗ん
盛り上がる,盛り上がっ
盛り上がる,盛り上がら
盛り上がる,盛り上がり
盛り上がる,盛り上がる
盛る,盛っ
盛る,盛ら
盛る,盛り
盛る,盛る
盛る,盛ろ
監督,監督
監視,監視
目,目
目上,目上
目元,目元
目当て,目当て
目指す,目指し
目指す,目指す
目指す,目指せ
目指す,目指そ
目撃,目撃
目標,目標
目的,目的
目立つ,目立た
目立つ,目立ち
目立つ,目立っ
目立つ,目立つ
目立つ,目立て
目線,目線
目見,目見
目覚まし,目覚まし
目覚める,目覚め
目覚める,目覚めよ
目覚める,目覚めりゃ
目覚める,目覚める
目覚める,目覚めれ
盲目,盲目
直し,直し
直す,直さ
直す,直し
直す,直す
直す,直せ
直す,直そ
直せる,直せ
直せる,直せる
直前,直前
直後,直後
直感,直感
直接,直接
直接的,直接的
直行,直行
相反,相反
相場,相場
相変わらず,相変わらず
相当,相当
相性,相性
相手,相手
相撲,相撲
相楽,相楽
相槌,相槌
相談,相談
省,省
看板,看板
看病,看病
県,県
真,真
真っ暗,真っ暗
真っ最中,真っ最中
真っ直ぐ,真っ直ぐ
真っ赤,真っ赤
真ん中,真ん中
真ん丸,真ん丸
真似,真似
真剣,真剣
真実,真実
真理,真理
真紀,真紀
真面目,真面目
眠い,眠
眠い,眠い
眠い,眠く
眠る,眠っ
眠る,眠ら
眠る,眠り
眠る,眠る
眠る,眠れ
眠る,眠ろ
眠れる,眠れ
眠れる,眠れる
眠気,眠気
眩しい,眩しい
眩しい,眩しく
眺める,眺め
眺める,眺める
眼科,眼科
眼鏡,眼鏡
着,着
着く,着い
着く,着か
着く,着き
着く,着く
着く,着け
着ける,着け
着ける,着けよ
着ける,着ける
着ける,着けれ
着る,着
着る,着る
着る,着ろ
着替え,着替え
着替える,着替え
着替える,着替える
着替える,着替えろ
睡眠,睡眠
瞑想,瞑想
瞬間,瞬間
瞳,瞳
矛盾,矛盾
矢,矢
知り合い,知り合い
知り合う,知り合っ
知る,知っ
知る,知ら
知る,知り
知る,知る
知る,知れ
知る,知ろ
知る,知ん
知性,知性
知恵,知恵
知識,知識
短い,短
短い,短い
短い,短く
短所,短所
短期,短期
短期間,短期間
短歌,短歌
短気,短気
石,石
石鹸,石鹸
砂糖,砂糖
研修,研修
研究,研究
砕く,砕い
砕く,砕か
砕く,砕き
砕く,砕く
破る,破っ
破る,破ら
破る,破り
破る,破る
破る,破れ
破る,破ろ
破壊,破壊
破裂,破裂
硬い,硬
硬い,硬い
硬い,硬く
確か,確か
確かめる,確かめ
確かめる,確かめよ
確かめる,確かめる
確かめる,確かめろ
確信,確信
確定,確定
確実,確実
確率,確率
確認,確認
磨き,磨き
磨く,磨い
磨く,磨か
磨く,磨き
磨く,磨く
磨く,磨け
磯貝,磯貝
示す,示さ
示す,示し
示す,示す
示す,示せ
示す,示そ
礼,礼
礼儀,礼儀
社,社
社交,社交
社会,社会
社内,社内
社員,社員
社長,社長
祈る,祈っ
祈る,祈り
祈る,祈る
祈る,祈ろ
祐,祐
祐介,祐介
祖母,祖母
祖父,祖父
祖父母,祖父母
祝す,祝し
祝勝,祝勝
祝日,祝日
神,神
神様,神様
神父,神父
神社,神社
神経,神経
神道,神道
票,票
禁止,禁止
禁物,禁物
福岡,福岡
福岡空港,福岡空港
私,私
私有地,私有地
私服,私服
秋,秋
秋月,秋月
秋生,秋生
科学,科学
科目,科目
秒,秒
秘密,秘密
秘書,秘書
秩序,秩序
移す,移さ
移す,移し
移す,移す
移す,移せ
移す,移そ
移住,移住
移動,移動
移民,移民
移送,移送
程,程
程度,程度
種類,種類
稼ぐ,稼い
稼ぐ,稼が
稼ぐ,稼ぐ
稼ぐ,稼げ
稼ぐ,稼ご
稼働,稼働
稽古,稽古
穂,穂
積む,積ま
積む,積み
積む,積む
積む,積め
積む,積ん
穏やか,穏やか
穢れる,穢れ
穴,穴
穴熊,穴熊
空,空
空き,空き
空き缶,空き缶
空く,空い
空く,空か
空く,空き
空く,空く
空く,空け
空中,空中
空回り,空回り
空気,空気
空港,空港
空間,空間
突っ込む,突っ込ま
突っ込む,突っ込み
突っ込む,突っ込む
突っ込む,突っ込も
突っ込む,突っ込ん
突然,突然
窓,窓
窮地,窮地
立ち,立ち
立ち上がる,立ち上がっ
立ち上がる,立ち上がら
立ち上がる,立ち上がり
立ち上がる,立ち上がる
立ち上がる,立ち上がれ
立ち入り,立ち入り
立ち去る,立ち去っ
立ち去る,立ち去り
立ち去る,立ち去る
立ち去る,立ち去れ
立ち回る,立ち回っ
立ち回る,立ち回る
立ち止まる,立ち止まっ
立ち止まる,立ち止まり
立ち止まる,立ち止まる
立つ,立た
立つ,立ち
立つ,立ちゃ
立つ,立っ
立つ,立つ
立つ,立と
立てる,立て
立てる,立てよ
立てる,立てる
立候補,立候補
立場,立場
立川,立川
立派,立派
竜巻,竜巻
章,章
童貞,童貞
競争,競争
竹,竹
竹並,竹並
竹山,竹山
笑い,笑い
笑い声,笑い声
笑う,笑い
笑う,笑う
笑う,笑え
笑う,笑っ
笑う,笑わ
笑顔,笑顔
第,第
第一歩,第一歩
第三者,第三者
笹,笹
笹子,笹子
筋,筋
筋肉,筋肉
筋道,筋道
答え,答え
答える,答え
答える,答えよ
答える,答える
答える,答えろ
策,策
管理,管理
箱,箱
箸,箸
節,節
節約,節約
範囲,範囲
築き上げる,築き上げ
築き上げる,築き上げる
築く,築い
築く,築か
築く,築き
築く,築く
簡単,簡単
米,米
粉,粉
粗大ごみ,粗大ごみ
粘土,粘土
精いっぱい,精いっぱい
精一杯,精一杯
精確,精確
精神,精神
精進,精進
精霊,精霊
糸,糸
糸島,糸島
系,系
約,約
約束,約束
紅茶,紅茶
納得,納得
納豆,納豆
紐,紐
純粋,純粋
紙,紙
級,級
紛らわしい,紛らわしい
素,素
素っ気,素っ気
素敵,素敵
素早い,素早
素早い,素早い
素早い,素早く
素晴らしい,素晴らしい
素材,素材
素直,素直
素行,素行
紫,紫
細い,細
細い,細い
細い,細かろ
細い,細く
細かい,細かい
細かい,細かく
細やか,細やか
細長い,細長い
細長い,細長く
紳士,紳士
紹介,紹介
終える,終え
終える,終える
終える,終えれ
終わる,終わ
終わる,終わっ
終わる,終わら
終わる,終わり
終わる,終わる
終わる,終われ
終わる,終わろ
終わる,終わん
終了,終了
終電,終電
組,組
組み立て,組み立て
組み立てる,組み立て
組む,組ま
組む,組み
組む,組む
組む,組め
組む,組も
組む,組ん
組織,組織
絆,絆
経つ,経ち
経つ,経っ
経つ,経つ
経つ,経て
経る,経
経営,経営
経済,経済
経緯,経緯
経過,経過
経験,経験
結ぶ,結ば
結ぶ,結び
結ぶ,結ぶ
結ぶ,結べ
結ぶ,結ん
結婚,結婚
結婚式,結婚式
結局,結局
結末,結末
結果,結果
結構,結構
結論,結論
絞り込む,絞り込む
絞る,絞っ
絞る,絞ら
絞る,絞り
絞る,絞る
絞る,絞れ
絡む,絡ま
絡む,絡み
絡む,絡む
絡む,絡ん
給与,給与
給料,給料
給食,給食
統一,統一
絵,絵
絵文字,絵文字
絵本,絵本
絶つ,絶た
絶つ,絶ち
絶つ,絶っ
絶つ,絶つ
絶つ,絶て
絶妙,絶妙
絶対,絶対
絶望,絶望
継ぐ,継い
継ぐ,継が
継ぐ,継ぎ
継ぐ,継ぐ
継ぐ,継ご
続き,続き
続く,続い
続く,続か
続く,続き
続く,続く
続く,続け
続ける,続け
続ける,続けよ
続ける,続けりゃ
続ける,続ける
続ける,続けれ
続ける,続けろ
綴,綴
綺麗,綺麗
綿棒,綿棒
緊張,緊張
緊急,緊急
総理,総理
緑,緑
緑色,緑色
線,線
線引き,線引き
線路,線路
締め,締め
締め付ける,締め付け
締め切り,締め切り
編成,編成
編集,編集
緩める,緩め
緩める,緩める
練習,練習
縁,縁
縄,縄
縛る,縛っ
縛る,縛ら
縛る,縛り
縛る,縛る
縞,縞
縦,縦
縮める,縮め
縮める,縮める
繋がり,繋がり
繋がる,繋がっ
繋がる,繋がり
繋がる,繋がる
繋ぐ,繋い
繋ぐ,繋が
繋ぐ,繋ぎ
繋ぐ,繋ぐ
繋ぐ,繋ご
繕う,繕い
繕う,繕っ
繰り返し,繰り返し
繰り返す,繰り返さ
繰り返す,繰り返し
繰り返す,繰り返す
缶詰,缶詰
罠,罠
罪,罪
罪悪,罪悪
置き忘れる,置き忘れ
置く,置い
置く,置か
置く,置き
置く,置く
置く,置け
置く,置こ
罰,罰
罹る,罹っ
美しい,美し
美しい,美しい
美しい,美しかろ
美しい,美しき
美しい,美しく
美人,美人
美佐枝,美佐枝
美味しい,美味し
美味しい,美味しい
美味しい,美味しかっ
美味しい,美味しく
美和子,美和子
美女,美女
美容,美容
美少女,美少女
美術,美術
美術館,美術館
羨ましい,羨まし
羨ましい,羨ましい
羨ましい,羨ましく
羨ましい,羨ましくっ
義務,義務
義父,義父
義理,義理
羽,羽
羽田,羽田
翌日,翌日
習う,習い
習う,習っ
習字,習字
習得,習得
習慣,習慣
翻訳,翻訳
老後,老後
考え,考え
考える,考え
考える,考えよ
考える,考えりゃ
考える,考える
考える,考えれ
考える,考えろ
考え事,考え事
考え方,考え方
考え直す,考え直し
考え直す,考え直す
者,者
耐える,耐え
耐える,耐える
耐える,耐えろ
耐熱,耐熱
耳,耳
聖,聖
聞かす,聞かさ
聞かす,聞かし
聞き上手,聞き上手
聞き出す,聞き出さ
聞き出す,聞き出し
聞き出す,聞き出しゃ
聞き出す,聞き出す
聞き出す,聞き出せ
聞き出す,聞き出そ
聞き取る,聞き取り
聞き取る,聞き取る
聞き役,聞き役
聞き手,聞き手
聞く,聞い
聞く,聞か
聞く,聞き
聞く,聞く
聞く,聞け
聞く,聞こ
聞ける,聞け
聞ける,聞けよ
聞ける,聞ける
聞ける,聞けれ
聞ける,聞けん
聞こえる,聞こえ
聞こえる,聞こえる
聞こえる,聞こえん
聴く,聴い
聴く,聴か
聴く,聴き
聴く,聴く
職,職
職人,職人
職場,職場
職業,職業
職歴,職歴
肉,肉
肉体,肉体
肌,肌
肝心,肝心
肩,肩
肩書き,肩書き
肯定,肯定
育つ,育た
育つ,育ち
育つ,育っ
育つ,育つ
育てる,育て
育てる,育てよ
育てる,育てる
育てる,育てろ
育児,育児
胃,胃
背中,背中
背伸び,背伸び
背景,背景
背負う,背負い
背負う,背負う
背負う,背負っ
背負う,背負わ
胸,胸
能,能
能力,能力
脅す,脅さ
脅す,脅し
脅す,脅す
脅す,脅せ
脅迫,脅迫
脇,脇
脈,脈
脱ぐ,脱い
脱ぐ,脱ぎ
脱ぐ,脱ぎゃ
脱ぐ,脱ぐ
脱出,脱出
脱却,脱却
脳,脳
脳みそ,脳みそ
腐敗,腐敗
腕,腕
腫れる,腫れ
腰,腰
腹,腹
腹囲,腹囲
膝,膝
膨らます,膨らまし
膨らます,膨らます
膨れる,膨れ
膨れる,膨れる
臨場,臨場
自,自
自ら,自ら
自体,自体
自信,自信
自信満々,自信満々
自分,自分
自動,自動
自動的,自動的
自動車,自動車
自営業,自営業
自宅,自宅
自己,自己
自慢,自慢
自殺,自殺
自然,自然
自然体,自然体
自由,自由
自立,自立
自覚,自覚
自身,自身
自転車,自転車
臭,臭
臭い,臭
臭い,臭い
臭い,臭かっ
臭い,臭く
臭い,臭くっ
至る,至っ
至る,至ら
至る,至り
至る,至る
至る,至れ
至急,至急
致す,致し
致す,致す
興味,興味
興味深い,興味深い
興奮,興奮
舌,舌
舐める,舐め
舐める,舐める
舞い上がる,舞い上がっ
舞い上がる,舞い上がり
舞台,舞台
航空,航空
航路,航路
船,船
良い,良
良い,良い
良い,良かっ
良い,良かれ
良い,良かろ
良い,良き
良い,良く
良い,良くっ
良い,良けれ
良好,良好
良妻賢母,良妻賢母
色,色
色々,色々
色んな,色んな
色気,色気
芝居,芝居
芝生,芝生
芦原,芦原
芯,芯
花,花
花嫁,花嫁
花火,花火
花見,花見
芳野,芳野
芸人,芸人
芸当,芸当
芸能人,芸能人
芸術,芸術
芽,芽
芽衣,芽衣
苛む,苛ま
若い,若
若い,若い
若い,若かっ
若い,若き
若い,若く
若い,若けりゃ
若い,若けれ
若干,若干
若手,若手
若林,若林
若者,若者
苦い,苦い
苦い,苦き
苦い,苦く
苦しい,苦し
苦しい,苦しい
苦しい,苦しく
苦しい,苦しけれ
苦しむ,苦しま
苦しむ,苦しみ
苦しむ,苦しむ
苦しむ,苦しん
苦労,苦労
苦手,苦手
苦痛,苦痛
英会話,英会話
英文,英文
英語,英語
英雄,英雄
苺,苺
茂み,茂み
茶色,茶色
茶飯事,茶飯事
草,草
荒い,荒い
荒い,荒く
荒れる,荒れ
荒井,荒井
荘,荘
荷,荷
荷物,荷物
荷造り,荷造り
菅原,菅原
菜摘,菜摘
菜緒,菜緒
華やか,華やか
落ちこぼれ,落ちこぼれ
落ちぶれる,落ちぶれ
落ちる,落ち
落ちる,落ちる
落ちる,落ちれ
落ちる,落ちろ
落ち着く,落ち着い
落ち着く,落ち着か
落ち着く,落ち着き
落ち着く,落ち着く
落ち着く,落ち着け
落ち着く,落ち着こ
落ち着ける,落ち着け
落ち着ける,落ち着けよ
落ち着ける,落ち着ける
落ち込む,落ち込ま
落ち込む,落ち込む
落ち込む,落ち込ん
落とし込める,落とし込め
落とす,落とさ
落とす,落とし
落とす,落とす
落とす,落とせ
落とす,落とそ
落着,落着
落語,落語
葉,葉
葉っぱ,葉っぱ
著作,著作
葬儀,葬儀
葬式,葬式
蒸し暑い,蒸し暑い
蒸し暑い,蒸し暑く
蒸し返す,蒸し返し
蒸れる,蒸れ
蓄える,蓄え
蓄える,蓄える
蓮,蓮
蕎麦,蕎麦
薄い,薄い
薄い,薄かっ
薄い,薄く
薦,薦
薬,薬
薬品,薬品
薬局,薬局
藁,藁
藤宮,藤宮
藤林,藤林
虫,虫
虫眼鏡,虫眼鏡
蛇,蛇
蛙,蛙
蜂,蜂
蜂の巣,蜂の巣
蜘蛛,蜘蛛
血,血
血液,血液
血管,血管
行う,行い
行う,行う
行う,行え
行う,行お
行う,行っ
行う,行わ
行き,行き
行きつけ,行きつけ
行き先,行き先
行く,行か
行く,行き
行く,行きゃ
行く,行く
行く,行け
行く,行こ
行く,行っ
行く手,行く手
行ける,行け
行ける,行けよ
行ける,行ける
行ける,行けれ
行ける,行けん
行事,行事
行列,行列
行動,行動
行方,行方
行為,行為
街,街
衝撃,衝撃
衣,衣
衣装,衣装
表す,表し
表す,表す
表す,表そ
表情,表情
表現,表現
表紙,表紙
表裏一体,表裏一体
衰退,衰退
袋,袋
被る,被っ
被る,被り
被る,被る
被告,被告
被害,被害
裁く,裁く
装う,装い
装う,装う
装う,装え
装う,装っ
装備,装備
装置,装置
裏,裏
裏切り,裏切り
裏切る,裏切っ
裏切る,裏切ら
裏切る,裏切り
裏切る,裏切る
裸,裸
製品,製品
製造,製造
複数,複数
複雑,複雑
褒める,褒め
褒める,褒める
褒める,褒めろ
褒める,褒めん
褒美,褒美
襲う,襲い
襲う,襲う
襲う,襲え
襲う,襲お
襲う,襲っ
襲う,襲わ
西,西
西日本,西日本
西暦,西暦
要するに,要するに
要は,要は
要る,要ら
要る,要る
要る,要ん
要因,要因
要望,要望
要求,要求
要素,要素
要請,要請
要領,要領
覆う,覆い
覆う,覆う
覆う,覆っ
覆う,覆わ
見,見
見え,見え
見える,見え
見える,見える
見える,見えれ
見かける,見かけ
見かける,見かける
見せる,見せ
見せる,見せよ
見せる,見せる
見せる,見せれ
見せる,見せろ
見せる,見せん
見た目,見た目
見つかる,見つかっ
見つかる,見つから
見つかる,見つかり
見つかる,見つかる
見つかる,見つかれ
見つかる,見つかん
見つける,見つけ
見つける,見つけよ
見つける,見つける
見つける,見つけれ
見つける,見つけろ
見つける,見つけん
見づらい,見づらい
見る,見
見る,見よ
見る,見りゃ
見る,見る
見る,見れ
見る,見ろ
見る,見ん
見れる,見れ
見れる,見れる
見下す,見下さ
見下す,見下し
見下す,見下す
見事,見事
見切れる,見切れ
見切れる,見切れる
見合い,見合い
見合わす,見合わす
見学,見学
見守る,見守っ
見守る,見守り
見守る,見守る
見守る,見守ろ
見張る,見張っ
見張る,見張ら
見張る,見張り
見張る,見張る
見張る,見張れ
見当たる,見当たら
見当たる,見当たり
見慣れる,見慣れ
見捨てる,見捨て
見捨てる,見捨てよ
見捨てる,見捨てる
見捨てる,見捨てろ
見損なう,見損なう
見損なう,見損なっ
見方,見方
見直す,見直さ
見直す,見直し
見直す,見直す
見習う,見習い
見習う,見習っ
見苦しい,見苦しい
見込み,見込み
見返す,見返し
見送れる,見送れ
見逃す,見逃さ
見逃す,見逃し
見逃す,見逃す
視,視
視力,視力
視点,視点
視線,視線
視聴,視聴
視野,視野
覗き,覗き
覗く,覗い
覗く,覗か
覗く,覗く
覚え,覚え
覚える,覚え
覚える,覚えよ
覚える,覚える
覚える,覚えれ
覚える,覚えろ
覚める,覚め
覚める,覚める
覚悟,覚悟
親,親
親しい,親し
親しい,親しい
親しい,親しかっ
親しい,親しき
親しい,親しく
親切,親切
親友,親友
親子,親子
親孝行,親孝行
親心,親心
親戚,親戚
親方,親方
親父,親父
観,観
観る,観
観る,観る
観光,観光
観察,観察
観戦,観戦
角度,角度
解,解
解き明かす,解き明かさ
解き明かす,解き明かし
解き明かす,解き明かす
解き明かす,解き明かそ
解ける,解け
解ける,解ける
解放,解放
解決,解決
解説,解説
解釈,解釈
解除,解除
触る,触
触る,触っ
触る,触ら
触る,触り
触る,触りゃ
触る,触る
触る,触れ
触る,触ろ
触る,触ん
触れる,触れ
触れる,触れよ
触れる,触れる
触れる,触れれ
言いきる,言いきっ
言いだす,言いだし
言いだす,言いだす
言いなり,言いなり
言い出す,言い出し
言い出す,言い出す
言い合う,言い合い
言い合う,言い合っ
言い換える,言い換え
言い換える,言い換える
言い換える,言い換えれ
言い方,言い方
言い残す,言い残し
言い残す,言い残す
言い聞かせる,言い聞かせ
言い聞かせる,言い聞かせる
言い訳,言い訳
言う,言い
言う,言う
言う,言え
言う,言お
言う,言っ
言う,言わ
言える,言え
言える,言えよ
言える,言える
言える,言えれ
言える,言えん
言わす,言わさ
言わす,言わす
言動,言動
言葉,言葉
言語,言語
計画,計画
計算,計算
訊く,訊い
訊く,訊く
訓練,訓練
託す,託さ
託す,託し
託す,託す
託す,託せ
託す,託そ
記事,記事
記入,記入
記憶,記憶
記者,記者
記録,記録
訪れ,訪れ
訪れる,訪れ
訪れる,訪れる
訪問,訪問
設定,設定
許し,許し
許す,許さ
許す,許し
許す,許す
許す,許せ
許す,許そ
許せる,許せ
許せる,許せよ
許せる,許せる
許せる,許せん
許可,許可
訳,訳
訳す,訳し
訴える,訴え
訴える,訴えよ
訴える,訴える
診る,診
証,証
証拠,証拠
証明,証明
詐欺,詐欺
評価,評価
評判,評判
試し,試し
試す,試さ
試す,試し
試す,試す
試す,試そ
試合,試合
試験,試験
詩,詩
詩吟,詩吟
詰まる,詰まっ
詰まる,詰まら
詰まる,詰まる
詰める,詰め
詰める,詰めよ
詰める,詰めりゃ
詰める,詰める
詰める,詰めれ
詰める,詰めろ
詰める,詰めん
話,話
話しかける,話しかけ
話しかける,話しかけよ
話しかける,話しかける
話し合い,話し合い
話し合う,話し合い
話し合う,話し合う
話し合う,話し合え
話し合う,話し合お
話し合う,話し合っ
話し手,話し手
話し方,話し方
話す,話さ
話す,話し
話す,話しゃ
話す,話す
話す,話せ
話す,話そ
話せる,話せ
話せる,話せよ
話せる,話せる
話題,話題
詳しい,詳し
詳しい,詳しい
詳しい,詳しかっ
詳しい,詳しく
詳細,詳細
誇り,誇り
認める,認め
認める,認めよ
認める,認める
認める,認めれ
認める,認めろ
認識,認識
誓う,誓い
誓う,誓う
誓う,誓お
誓う,誓っ
誓う,誓わ
誕生,誕生
誘い,誘い
誘う,誘い
誘う,誘う
誘う,誘え
誘う,誘お
誘う,誘っ
誘う,誘わ
語,語
語り合う,語り合う
語り合う,語り合え
語り合う,語り合っ
語り合う,語り合わ
語る,語っ
語る,語ら
語る,語り
語る,語る
語る,語ろ
語弊,語弊
語彙,語彙
誠実,誠実
誤る,誤
誤る,誤っ
誤る,誤る
誤る,誤れ
誤解,誤解
誤魔化す,誤魔化し
誤魔化す,誤魔化す
誤魔化す,誤魔化そ
説得,説得
説明,説明
読み上げる,読み上げ
読み上げる,読み上げる
読み取り,読み取り
読む,読ま
読む,読み
読む,読む
読む,読め
読む,読も
読む,読ん
読める,読め
読める,読めよ
読める,読める
読める,読めれ
読める,読めん
誰,誰
誰か,誰か
課,課
課する,課する
課する,課せ
課金,課金
課長,課長
課題,課題
調べる,調べ
調べる,調べよ
調べる,調べりゃ
調べる,調べる
調べる,調べれ
調べる,調べろ
調味,調味
調子,調子
調整,調整
調査,調査
論外,論外
論文,論文
論理,論理
諦める,諦め
諦める,諦めよ
諦める,諦める
諦める,諦めろ
諸君,諸君
謎,謎
謙虚,謙虚
謙譲,謙譲
謙遜,謙遜
講師,講師
講習,講習
謝る,謝っ
謝る,謝ら
謝る,謝り
謝る,謝る
謝る,謝れ
謝る,謝ろ
謝る,謝ん
謝罪,謝罪
謳歌,謳歌
警報,警報
警官,警官
警察,警察
警察官,警察官
警戒,警戒
議会,議会
議員,議員
議論,議論
譲る,譲っ
譲る,譲ら
譲る,譲り
譲る,譲る
譲る,譲れ
譲る,譲ろ
譲れる,譲れ
豆,豆
豆腐,豆腐
豊か,豊か
豚,豚
象徴,象徴
豹変,豹変
負,負
負う,負い
負う,負う
負う,負っ
負う,負わ
負け,負け
負ける,負け
負ける,負けりゃ
負ける,負ける
負ける,負けれ
負ける,負けん
負担,負担
財布,財布
財産,財産
貧しい,貧し
貧しい,貧しい
貧しい,貧しき
貧しい,貧しく
貧乏,貧乏
貧困,貧困
販売,販売
貫く,貫い
貫く,貫か
貫く,貫き
貫く,貫く
貫く,貫け
責,責
責任,責任
貯まる,貯まる
貯める,貯め
貯める,貯める
貯金,貯金
貰う,貰い
貰う,貰っ
貴方,貴方
貴族,貴族
貴重,貴重
買いかぶる,買いかぶり
買い与える,買い与え
買い物,買い物
買い置き,買い置き
買う,買い
買う,買う
買う,買え
買う,買お
買う,買っ
買う,買わ
買える,買え
買える,買えよ
買える,買える
買収,買収
貸し切り,貸し切り
貸す,貸し
貸す,貸す
貸す,貸せ
貸す,貸そ
費,費
費用,費用
貼る,貼っ
貼る,貼ら
貼る,貼り
貼る,貼る
貼る,貼れ
貿易,貿易
賃貸,賃貸
資料,資料
資格,資格
資産,資産
賛成,賛成
賞味,賞味
賢い,賢
賢い,賢い
賢い,賢く
賢い,賢くっ
賢者,賢者
質問,質問
購入,購入
賽銭,賽銭
贅沢,贅沢
贈り物,贈り物
贈る,贈っ
贈る,贈ら
贈る,贈り
贈る,贈る
贈る,贈ろ
赤,赤
赤い,赤い
赤い,赤く
赤ちゃん,赤ちゃん
走る,走
走る,走っ
走る,走ら
走る,走り
走る,走る
走る,走れ
走る,走ん
起きる,起き
起きる,起きよ
起きる,起きる
起きる,起きれ
起きる,起きろ
起き上がる,起き上がっ
起き上がる,起き上がり
起き上がる,起き上がる
起こす,起こさ
起こす,起こし
起こす,起こす
起こす,起こせ
起こす,起こそ
起こせる,起こせ
起こせる,起こせる
起こる,起こ
起こる,起こっ
起こる,起こら
起こる,起こり
起こる,起こる
起こる,起ころ
起こる,起こん
起床,起床
起業,起業
超,超
超える,超え
超える,超えよ
超える,超える
超える,超えれ
越える,越え
越える,越えよ
越える,越える
越える,越えれ
趣味,趣味
趣旨,趣旨
足,足
足し算,足し算
足す,足さ
足す,足し
足す,足す
足す,足せ
足りる,足り
足りる,足りる
足りる,足りん
足る,足っ
足る,足ら
足る,足り
足る,足る
足る,足ん
足元,足元
足跡,足跡
足音,足音
距離,距離
跡,跡
踊り,踊り
踊る,踊っ
踊る,踊ら
踊る,踊り
踊る,踊る
踏まえる,踏まえ
踏み入れる,踏み入れ
踏み入れる,踏み入れよ
踏み入れる,踏み入れる
踏み越える,踏み越え
踏み込む,踏み込ま
踏み込む,踏み込み
踏み込む,踏み込む
踏み込む,踏み込め
踏み込む,踏み込ん
踏む,踏ま
踏む,踏み
踏む,踏みゃ
踏む,踏む
踏む,踏め
踏む,踏も
踏む,踏ん
踏ん張れる,踏ん張れる
蹴る,蹴
蹴る,蹴っ
蹴る,蹴ら
蹴る,蹴り
蹴る,蹴る
身,身
身の回り,身の回り
身体,身体
身内,身内
身近,身近
身長,身長
車,車
車台,車台
軍隊,軍隊
軒,軒
転がる,転がっ
転がる,転がる
転ぶ,転ば
転ぶ,転び
転ぶ,転ぶ
転ぶ,転ん
転換,転換
転校,転校
転職,転職
転落,転落
軸,軸
軽い,軽
軽い,軽い
軽い,軽く
軽自動車,軽自動車
載せる,載せ
載せる,載せる
輝く,輝い
輝く,輝か
輝く,輝き
輝く,輝く
輸入,輸入
辛い,辛
辛い,辛い
辛い,辛かっ
辛い,辛く
辞める,辞め
辞める,辞めよ
辞める,辞める
辞書,辞書
辰,辰
農作業,農作業
農家,農家
辺,辺
辺り,辺り
込,込
込み入る,込み入っ
込む,込ま
込む,込み
込む,込みゃ
込む,込む
込む,込め
込む,込ん
込める,込め
込める,込めよ
込める,込める
込める,込めれ
込める,込めろ
辿る,辿っ
辿る,辿り
辿る,辿る
迎える,迎え
迎える,迎えよ
迎える,迎える
迎える,迎えろ
近い,近
近い,近い
近い,近う
近い,近かっ
近い,近く
近い,近けれ
近い,近し
近く,近く
近ごろ,近ごろ
近づく,近づい
近づく,近づか
近づく,近づき
近づく,近づきゃ
近づく,近づく
近づく,近づけ
近づく,近づこ
近づける,近づけ
近づける,近づける
近づける,近づけれ
近づける,近づけん
近代,近代
近寄る,近寄っ
近寄る,近寄ら
近寄る,近寄り
近寄る,近寄る
近年,近年
近所,近所
近道,近道
返す,返さ
返す,返し
返す,返しゃ
返す,返す
返す,返せ
返す,返そ
返せる,返せ
返せる,返せる
返る,返っ
返事,返事
返信,返信
返却,返却
返品,返品
返答,返答
返金,返金
迫る,迫っ
迫る,迫ら
迫る,迫り
迫る,迫る
迫力,迫力
迷い,迷い
迷う,迷い
迷う,迷う
迷う,迷え
迷う,迷っ
迷う,迷わ
